authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"P. Holroyd","P. Holroyd",,54775,"G. E.",Mustoe,,,,2002,"Eocene Bird, Reptile, and Mammal  Tracks from the Chuckanut  Formation, Northwest Washington",Palaios,,17,,403,413,"journal article","stated with evidence",English,,,,,"2015-03-29 22:41:39","2015-03-29 22:41:39"
"M. Carrano","M. Carrano",,39828,"E. M. V.",Nambudiri,"P. L.",Binda,,1989,"Dicotyledonous fruits associated with coprolites from the Upper Cretaceous (Maastrichtian) Whitemud Formation, southern Saskatchewan, Canada","Review of Palaeobotany and Palynology",,59,,57,66,"journal article","stated with evidence",English,,,,,"2012-01-31 05:47:59","2012-01-30 12:47:59"
"J. Alroy","J. Alroy",,28586,"B. G.",Naylor,"D. W.",Krause,,1981,"Piceoerpeton, a giant early Tertiary salamander from western North America","Journal of Paleontology",,55,3,507,523,"journal article","stated with evidence",English,,,,,"2008-11-26 15:02:05","2008-11-26 17:02:05"
"M. Clapham","J. Karr","J. Karr",36994,A.,Nel,"J. C.",Paicheler,,1994,"Les Lestoidea (Odonata, Zygoptera) fossiles: Un inventaire critique","Annales de Paléontologie",,80,1,1,59,"journal article","stated with evidence",French,,,,,"2011-08-07 08:45:29","2011-08-06 17:45:37"
"J. Alroy","J. Alroy","J. Alroy",6834,"M. G.",Newbrey,"M. A.",Bozek,,2000,"A new species of Joffrichthys (Teleostei: Osteoglossidae) from the Sentinel Butte Formation, (Paleocene) of North Dakota, USA","Journal of Vertebrate Paleontology",,20,1,12,20,"journal article","stated without evidence",English,,,,,"2002-08-01 14:11:55","2002-08-01 16:11:55"
"J. Alroy","J. Alroy","J. Marcot",2672,"M. J.",Novacek,I.,Ferrusquía-Villafranca,"J. J. Flynn, A. R. Wyss, M. A. Norell",1991,"Wasatchian (early Eocene) mammals and other vertebrates from Baja California, Mexico : the Lomas Las Tetas de Cabra fauna","Bulletin of the American Museum of Natural History",,208,,1,88,"journal article","stated without evidence",English,,,,,"2001-03-02 17:03:41","2015-05-24 16:25:18"
"J. Alroy","J. Alroy","J. Wertheim",2671,"M. J.",Novacek,"J. J.",Flynn,"I. Ferrusquia-Villafranca and R. M. Cipolletti",1987,"An early Eocene (Wasatchian) mammal fauna from Baja California","National Geograpic Research",,3,3,376,388,"journal article","stated without evidence",English,,,5%,23540,"2001-03-02 15:01:30","2005-03-04 16:28:54"
"M. Uhen","M. Uhen",,29653,"S. L.",Olson,,,,1977,"A great auk, Pinguinis, from the Pliocene of North Carolina (Aves: Alcidae)","Proceedings of the Biological Society of Washington",,90,3,690,697,"journal article","stated without evidence",English,,,,,"2009-04-07 13:42:41","2009-04-07 15:42:41"
"M. Uhen","M. Uhen",,18140,"S. L.",Olson,"P. C.",Rasmussen,,2001,"Miocene and Pliocene birds from the Lee Creek Mine, North Carolina","Smithsonian Contributions to Paleobiology",,90,,233,365,"journal article","stated without evidence",English,,,,,"2006-08-01 06:00:32","2006-08-01 08:00:32"
"M. Uhen","M. Uhen",,55472,"S. L.",Olson,"D. W.",Steadman,,1976,"The fossil record of the Glareolidae and Haematopodidae (Aves: Charadriiformes)","Proceedings of the Biological Society of Washington",,91,4,972,981,"journal article","stated without evidence",English,,,,,"2015-06-09 13:08:57","2015-06-09 13:08:57"
"M. Uhen","J. David",,48532,"S. L.",Olson,"D. W.",Steadman,,1979,"The fossil record of the Glareolidae and Haematopodidae (Aves: Charadriiformes)",,,91,4,972,981,"journal article",,English,,,,,"2013-10-15 10:30:24","2013-10-14 18:30:24"
"A. Miller","A. Hendy","A. Hendy",9411,"C. W.",Oyen,"R. W.",Portell,,2001,"Diversity patterns and biostratigraphy of Cenozoic echinodems from Florida","Palaeogeography, Palaeoclimatology, Palaeoecology",,166,,193,218,"journal article","stated without evidence",English,,"Keywords: Asterozoa; biodiversity; biologic evolution; biostratigraphy; Cenozoic; Crinoidea; Crinozoa; Echinodermata; Echinoidea; Echinozoa; faunal list; Florida; fossilization; Invertebrata; Ophiuroidea; patterns; preservation; statistical analysis; Stelleroidea; taxonomy; United States",1%,460,"2003-10-23 16:56:29","2003-10-23 18:56:29"
"N. Nagalingum","N. Nagalingum",,33013,"D. J.",Peppe,"J. M.",Erickson,"L. J. Hickey",2007,"Fossil Leaf Species from the Fox Hills Formation (Upper Creataceous: North Dakota, USA) and their Paleographic Significance","Journal of Paleontology",,81,3,550,567,"journal article","stated with evidence",English,,,,,"2010-06-30 11:02:09","2010-06-30 13:02:09"
"J. Alroy","J. Alroy",,31764,"K. L.",Petersen,"P. J.","Mehringer, Jr.","C. E. Gustafson",1983,"Late-glacial vegetation and climate at the Manis mastodon site, Olympic Peninsula, Washington","Quaternary Research",,20,2,215,231,"journal article","none discussed",English,,,,,"2010-01-27 19:32:29","2010-01-27 21:32:29"
"W. Kiessling","M. Krause",,47440,"E. J.",Petuch,,,,1986,"The Pliocene Reefs of Miami: Their Geomorphological Significance in the Evolution of the Atlantic Coastal Ridge, Southeastern Florida, U.S.A.","Journal of Coastal Research",,2,4,391,408,"journal article","stated with evidence",English,,,,,"2013-07-01 20:45:30","2013-07-01 05:45:30"
"H. Wang","H. Wang","H. Wang",7800,"K. B.",Pigg,"R. A.",Stockey,,1991,"Platanaceous plants from the Paleocene of Alberta, Canada","Review of Palaeobotany and Palynology",,70,,125,146,"journal article","stated without evidence",,,,,,"2003-02-10 13:35:49","2003-08-11 09:11:09"
"C. Jaramillo","C. Pimiento","C. Pimiento",49081,C.,Pimiento,M.,Balk,,2015,"The extinct giant shark Carcharocles megalodon: A model for understanding deep-time body size trends of marine apex predators",,,,,,,unpublished,"stated without evidence",English,,,,,"2013-11-22 21:23:20","2014-09-23 12:54:57"
"M. Uhen","M. Uhen",,38040,C.,Pimiento,"D. J.",Ehret,"B. J. MacFadden, G. Hubbell",2010,"Ancient Nursery Area for the Extinct Giant Shark Megalodon from the Miocene of Panama","PloS One",,5,5,1,9,"journal article","stated without evidence",English,,,,,"2011-10-06 02:55:07","2011-10-05 10:55:07"
"J. Alroy","J. Alroy",,2787,"P. D.",Polly,,,,1997,,"Contributions from the Museum of Paleontology, University of Michigan",,30,1,1,53,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"M. Uhen","M. Uhen",,56005,"R. W.",Portell,"G. H.",Means,"R. C. Hulbert Jr.",2012,"SMR Aggregates Inc. Sarasota, Florida","Southeastern Geological Society Field Trip Guidebook",,56,,1,24,"journal article","stated without evidence",English,,,,,"2015-08-05 10:07:19","2015-08-05 10:07:19"
"M. Uhen","M. Uhen",,14997,"A. E.",Pratt,"R. M.",Petkewich,,1989,"Fossil vertebrates from the Marks Head Formation (Early Miocene) of Southeastern Georgia","Georgia Journal of Science",,47,1,20,20,abstract,"stated without evidence",English,,,,,"2005-10-31 11:30:39","2005-10-31 13:30:46"
"M. Uhen","M. Uhen",,18094,"R. W.",Purdy,"V. P.",Schneider,"S. P. Applegate, J. H. McLellan, R. L. Meyer, B. H. Slaughter",2001,"The Neogene sharks, rays, and bony fishes from Lee Creek Mine, Aurora, North Carolina","Smithsonian Contributions to Paleobiology",,90,,71,202,"journal article","stated without evidence",English,,,,,"2006-07-26 13:42:33","2006-07-26 15:42:33"
"H. Wang","H. Wang","H. Wang",9386,"J. L.",Ramírez,"S. R. S.",Cevallos-Ferriz,,2002,"A diverse assemblage of Anacardiaceae from Oligocene sediments, Tepexi de Rodriguez, Puebla, Mexico","American Journal of Botany",,89,,535,545,"journal article","stated without evidence",English,,,,,"2003-10-20 18:46:36","2003-10-20 20:46:36"
"M. Uhen","M. Uhen",,15418,"A. F.",Randazzo,M.,Kosters,"D. S. Jones, R. W. Portell",1990,"Paleoecology of shallow-marine carbonate environments, middle Eocene of Peninsular Florida","Sedimentary Geology",,66,,1,11,"journal article","stated without evidence",English,,,,,"2005-12-02 06:30:16","2005-12-02 08:30:16"
"M. Uhen","M. Uhen",,15558,"C. E.",Ray,,,,1977,"Geography of phocid evolution","Systematic Zoology",,25,4,391,406,"journal article","stated without evidence",English,,,,,"2006-01-05 12:54:40","2006-01-05 14:54:45"
"J. Alroy","J. Alroy",,25320,"C. E.",Ray,"B. N.",Cooper,"W. S. Benninghoff",1967,"Fossil mammals and pollen in a late Pleistocene deposit at Saltville, Virginia","Journal of Paleontology",,41,3,608,622,"journal article","stated with evidence",English,,,,,"2007-09-17 14:21:29","2007-09-17 16:21:29"
"B. Tiffney","J. Fosdick","J. Fosdick",9565,K.M.,Renney,,,,1972,"The Miocene Temblor Flora of West Central California",,,,,,,"M.S. thesis","stated without evidence",,,,,,"2003-12-09 14:17:51","2003-12-09 16:17:51"
"J. Alroy","J. Alroy","M. Uhen",2872,"C. A.",Repenning,,,,1983,"New evidence for the age of the Gubik Formation, Alaskan North Slope","Quaternary Research",,19,3,356,372,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:33","2008-07-16 13:17:52"
"M. Clapham","M. Clapham",,55375,P.,Reyes-Castillo,,,,1977,"Systematic interpretation of the Oligocene fossil, Passalus indormitus (Coleoptera: Passalidae)","Annals of the Entomological Society of America",,70,,652,654,"journal article","stated with evidence",English,,,,,"2015-05-25 17:06:15","2015-05-25 17:06:15"
"J. Alroy","J. Alroy",,26728,"R. A.",Rogers,"L. D.",Martin,,1984,"The 12 Mile Creek Site: a reinvestigation","American Antiquity",,49,4,757,764,"journal article","stated without evidence",English,,,,,"2008-03-14 20:01:04","2008-03-14 22:01:04"
"C. Labandeira","C. Labandeira","M. Clapham",5119,"S. A.",Rohwer,,,,1908,"A fossil larrid wasp","Bulletin of the American Museum of Natural History",,24,,519,520,"journal article","stated with evidence",English,,"ETE reference number 831",ETE,831,"2002-03-04 16:40:46","2013-11-27 00:08:18"
"C. Labandeira","C. Labandeira","M. Clapham",5120,"S. A.",Rohwer,,,,1908,"A fossil mellinid wasp","Bulletin of the American Museum of Natural History",,24,,597,,"journal article","stated with evidence",English,,"ETE reference number 832",ETE,832,"2002-03-04 16:40:46","2013-11-27 00:11:30"
"C. Labandeira","C. Labandeira","M. Kosnik",5121,"S. A.",Rohwer,,,,1908,"On the Tenthredinoidea of the Florissant Shales","Bulletin of the American Museum of Natural History",,24,,521,530,,"stated without evidence",,,"ETE reference number 833",ETE,833,"2002-03-04 16:40:46","2002-03-04 18:40:46"
"C. Labandeira","C. Labandeira","M. Kosnik",5122,"S. A.",Rohwer,,,,1908,"The Tertiary Tenthredinoidea of the Expedition of 1908 to Florissant, Colorado","Bulletin of the American Museum of Natural History",,24,,591,595,,"stated without evidence",,,"ETE reference number 834",ETE,834,"2002-03-04 16:40:46","2002-03-04 18:40:46"
"C. Labandeira","C. Labandeira","M. Clapham",5123,"S. A.",Rohwer,,,,1909,"The Fossil Ceropalidae of Florissant, Colorado",Psyche,,16,,23,28,"journal article","stated without evidence",English,,"ETE reference number 835",ETE,835,"2002-03-04 16:40:46","2013-10-11 18:46:51"
"C. Labandeira","C. Labandeira","M. Clapham",5124,"S. A.",Rohwer,,,,1909,"New Hymenoptera from western United States","Transactions of the American Entomological Society",,35,,99,136,"journal article","stated with evidence",English,,"ETE reference number 836",ETE,836,"2002-03-04 16:40:46","2014-10-11 13:23:59"
"C. Labandeira","C. Labandeira","J. Karr",5125,"S. A.",Rohwer,,,,1909,"Three New Fossil Insects from Florissant, Colorado","American Journal of Science, Series 4",,18,,533,536,"journal article","stated with evidence",English,,"ETE reference number 837",ETE,837,"2002-03-04 16:40:46","2013-06-12 17:06:25"
"J. Alroy","J. Alroy","M. Carrano",2997,"L. S.",Russell,,,,1967,"Palaeontology of the Swan Hills area, north-central Alberta","Life Science Contribution, Royal Ontario Museum",,71,,1,31,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:33","2004-12-30 17:22:25"
"M. Carrano","M. Carrano",,17033,"D. A.",Russell,M.,Triebold,,1995,"An associated skeleton of a large pachycephalosaur from the Hell Creek Formation","Journal of Vertebrate Paleontology",,15,"3, suppl.",51A,,abstract,"stated without evidence",English,,,ETE,,"2006-03-29 08:17:45","2006-03-29 10:17:48"
"M. Uhen","M. Uhen",,29796,N.,Rybczynski,"M. R.",Dawson,"R. H. Tedford",2009,"A semi-aquatic Arctic mammalian carnivore from the Miocene epoch and origin of Pinnipedia",Nature,,458,,1021,1024,"journal article","stated without evidence",English,,,,,"2009-04-23 06:20:53","2009-04-23 08:20:53"
"M. Uhen","M. Uhen",,15424,"A. E.",Sanders,,,,1980,"Excavation of Oligocene marine fossil beds near Charleston, South Carolina","National Geographic Society Research Reports",,12,,601,621,"journal article","stated without evidence",English,,,,,"2005-12-02 10:14:29","2005-12-02 12:14:29"
"M. Uhen","M. Uhen","M. Uhen",12126,"A. E.",Sanders,"L. G.",Barnes,,2002,"Paleontology of the Late Oligocene Ashley and Chandler Bridge Formations of South Carolina, 2: Micromysticetus rothauseni, a primitive cetotheriid mysticete (Mammalia: Cetacea)","Smithsonian Contributions to Paleobiology",,93,,271,293,"journal article","stated without evidence",,,,,,"2004-12-01 07:25:00","2004-12-01 09:25:00"
"M. Uhen","M. Uhen","M. Uhen",12128,"A. E.",Sanders,"L. G.",Barnes,,2002,"Paleontology of the Late Oligocene Ashley and Chandler Bridge Formations of South Carolina, 3: Eomysticetidae, a new family of primitive mysticetes (Mammalia: Cetacea)","Smithsonian Contributions to Paleobiology",,93,,313,356,"journal article","stated without evidence",,,,,,"2004-12-01 08:27:35","2004-12-01 10:27:44"
"M. Clapham","J. Karr",,46916,H.,Schmied,T.,Wappler,"J. Kolibac",2009,"A new bark-gnawing beetle (Coleoptera, Trogossitidae) from the middle Eocene of Europe, with a checklist of fossil Trogossitidae",Zootaxa,,1993,,17,26,"journal article","stated with evidence",English,,,,,"2013-05-24 04:42:56","2013-05-23 13:42:56"
"M. Uhen","M. Uhen",,34877,"B. W.",Schubert,"S. C.",Wallace,,2009,"Late Pleistocene giant short-faced bears, mammoths, and large carcass scavenging in the Saltville Valley of Virginia, USA",Boreas,,38,,482,492,"journal article","stated without evidence",English,"10.1111/j.1502-3885. 2009.00090",,,,"2011-01-26 06:58:13","2011-01-25 13:58:13"
"J. Bloch","R. Hulbert",,50338,"E. H.",Sellards,,,,1916,"Human remains and associated fossils from the Pleistocene of Florida","Florida Geological Survey Annual Report",,8,,120,160,"journal article","stated without evidence",English,,,,,"2014-03-09 19:43:42","2014-03-09 19:43:42"
"M. Carrano","M. Carrano","J. Alroy",9011,"E. H.",Sellards,,,,1917,"Review of the evidence on which the human remains found at Vero, Florida, are referred to the Pleistocene","Florida State Geological Survey Annual Report",,9,,69,81,"journal article","stated without evidence",English,,,,,"2003-08-25 14:13:32","2005-09-29 16:20:06"
"J. Alroy","J. Alroy",,23548,"K. L.",Seymour,,,,2004,"Pleistocene vertebrates from the pre-late Wisconsinan Mill Creek site, St. Clair County, Michigan","Michigan Academician",,36,,181,211,"journal article","stated without evidence",English,,,,,"2007-03-18 16:02:40","2007-03-18 18:02:40"
"M. Uhen","M. Uhen","M. Uhen",18185,J.,Shoshani,"D. C.",Fisher,"J. M. Zawiskie, S. J. Thurlow, S. L. Shoshani, W. S. Benninghoff, F. H. Zoch",1989,"The Shelton Mastodon Site: Multidisciplinary study of a late Pleistocene (Twocreekan) locality in Southeastern Michigan","Contributions from the Museum of Paleontology, University of Michigan",,27,14,393,436,"journal article","stated without evidence",English,,,,,"2006-08-08 11:38:18","2006-08-08 13:38:33"
"M. Carrano","M. Carrano","J. Alroy",9008,"R. W.",Shufeldt,,,,1917,"Fossil birds found at Vero, Florida","Florida State Geological Survey Annual Report",,9,,35,42,"journal article","stated without evidence",English,,,5%,50400,"2003-08-25 13:16:28","2004-03-20 16:42:34"
"J. Alroy","J. Alroy","R. Hulbert",3131,"G. G.",Simpson,,,,1930,"Additions to the Pleistocene of Florida","American Museum Novitates",,406,,1,14,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:30","2014-03-10 14:08:11"
"J. Head","J. Head",,43541,"K. T.",Smith,,,,2009,"A new lizard assemblage from the earliest Eocene (zone Wa0) of the Bighorn Basin, Wyoming, USA: biogeography during the warmest interval of the Cenozoic","Journal of Systematic Palaeontology",,7,3,299,358,"journal article","stated with evidence",English,,,,,"2012-11-17 17:53:54","2012-11-17 00:53:54"
"J. Alroy","J. Alroy","J. Alroy",7665,T.,Smith,"J. I.",Bloch,"S. G. Strait, P. D. Gingerich",2002,"New species of Macrocranion (Mammalia, Lipotyphla) from the earliest Eocene of North America and its biogeographic implications","Contributions from the Museum of Paleontology, University of Michigan",,30,14,373,384,"journal article","stated without evidence",English,,,,,"2003-01-19 17:33:53","2003-01-19 19:33:53"
"M. Uhen","M. Uhen",,37905,"N. A.",Smith,"J. A.",Clarke,,2011,"An alphataxonomic revision of extinct and extant razorbills (Aves, Alcidae): A combined morphometric and phylogenetic approach","Ornithological Monographs",,72,1,1,61,"journal article","stated without evidence",English,,,,,"2011-09-29 04:53:52","2011-09-28 13:53:52"
"M. Uhen","M. Uhen",,29724,"N. A.",Smith,"S. L.",Olson,"J. A. Clarke",2007,"First Atlantic record of the puffin Cerorhinca (Aves, Alcidae) from the Pliocene of North Carolina","Journal of Vertebrate Paleontology",,27,4,1039,1042,"journal article","stated without evidence",English,,,,,"2009-04-16 06:35:18","2009-04-16 08:35:18"
"M. Uhen","M. Uhen",,17888,"S. W.",Snyder,"L. L.",Mauger,"W. H. Akers",1983,"Planktonic foraminifera and biostratigraphy of the Yorktown Formation, Lee Creek Mine","Smithsonian Contributions to Paleobiology",,53,,455,481,"journal article","stated without evidence",English,,,,,"2006-07-07 08:33:17","2006-07-07 10:33:17"
"R. Lupia","T. Naeher","T. Naeher",8785,"S. K.",Srivastava,,,,1966,"Upper Cretaceous microflora (Maestrichtian) from Scollard, Alberta, Canada","Pollen et Spores",,8,3,497,552,"journal article","stated without evidence",,,,,,"2003-07-13 14:50:51","2003-07-13 16:52:37"
"R. Lupia","T. Naeher","J. Alroy",8808,"S. K.",Srivastava,,,,1978,"The Cretaceous megaspore genus Ghoshispora","Palaeontographica Abteilung B",,167,"Lfg. 4-6",175,184,"serial monograph","stated without evidence",,,,,,"2003-07-17 16:15:29","2006-12-30 16:55:24"
"P. Mannion","P. Mannion",,46815,"D. W.",Steadman,R.,Franz,"G. S. Morgan, N. A. Albury, B. Kakuk, K. Broad, S. E. Franz, K. Tinker, M. P. Pateman, T. A. Lott, D. M. Jarzen, D. L. Dilcher",2007,"Exceptionally well preserved late Quaternary plant and vertebrate fossils from a blue hole on Abaco, The Bahamas","Proceedings of the National Academy of Sciences",,104,50,19897,19902,"journal article","stated with evidence",English,,,,,"2013-05-15 00:57:29","2013-05-14 09:57:29"
"M. Carrano","M. Carrano","M. Carrano",12103,"C. M.",Sternberg,,,,1924,"Notes on the Lance Formation of southern Sasakatchewan","Canadian Field-Naturalist",,38,4,66,70,"journal article","stated without evidence",,,,ETE,,"2004-11-30 06:03:17","2004-11-30 08:03:25"
"J. Alroy","J. Alroy",,3219,"K. K.",Stevens,,,,1995,,"Geological Society of America Abstracts with Programs",,27,3,88,,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"J. Alroy","J. Alroy",,3220,"K. K.",Stevens,,,,1996,,"Geological Society of America Abstracts with Programs",,28,4,39,,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"M. Clapham","M. Clapham",,44337,"T. A.",Stidham,"J. A.",Stidham,,2000,"A new Miocene band-winged grasshopper (Orthoptera: Acrididae) from Nevada","Annals of the Entomological Society of America",,93,,405,407,"journal article","stated with evidence",English,,,,,"2013-01-18 17:36:29","2013-01-18 00:36:29"
"H. Wang","M. Arakaki","J. Cassara",8623,"R. A.",Stockey,"G. L.",Hoffman,"G. W. Rothwell",1997,"The fossil monocot Limnobiophyllum scutatum: resolving the phylogeny of Lemnaceae","American Journal of Botany",,84,3,355,368,"journal article","stated without evidence",,,,,,"2003-06-04 10:01:20","2004-03-19 19:15:27"
"M. Carrano","M. Carrano",,54129,"J. F.",Stone,W.,"Langston, Jr.",,1975,"Late Maestrichtian?–Paleocene palynomorphs associated with the sauropod dinosaur, ?Alamosaurus sanjuanensis","Geological Society of America, 9th Annual Meeting South-Central Section, Abstracts with Programs",,7,2,238,239,abstract,"stated without evidence",English,,,,,"2015-01-22 16:31:21","2015-01-22 16:31:21"
"M. Uhen","M. Uhen",,18139,"R. W.",Storer,,,,2001,"A new Pliocene grebe from Lee Creek deposits","Smithsonian Contributions to Paleobiology",,90,,227,231,"journal article","stated without evidence",English,,,,,"2006-08-01 05:57:19","2006-08-01 07:57:19"
"J. Alroy","J. Alroy",,3327,"S. G.",Strait,,,,1999,,"Journal of Vertebrate Paleontology",,19,3,79A,,abstract,"stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"J. Alroy","J. Alroy",,3328,S.,Strait,,,,2000,,"Journal of Vertebrate Paleontology",,20,3,71A,72A,abstract,"stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"J. Alroy","J. Alroy","J. Alroy",7530,"S. G.",Strait,,,,2001,"New Wa-0 mammalian fauna from Castle Gardens in the southeastern Bighorn Basin","University of Michigan Papers on Paleontology",,33,,127,143,"serial monograph","stated without evidence",English,,,,,"2002-11-25 12:50:27","2002-11-25 14:50:27"
"J. Alroy","J. Alroy","J. Alroy",9573,"S. G.",Strait,,,,2003,"New mammalian fossils from the earliest Eocene (Wa-0), Bighorn Basin, Wyoming","Journal of Vertebrate Paleontology",,23,3,101A,,abstract,"stated without evidence",English,,,,,"2003-12-12 13:06:36","2003-12-12 15:06:44"
"R. Lupia","T. Naeher","T. Naeher",8775,"A. R.",Sweet,,,,1979,"Jurassic and Cretaceous Megaspores","AASP Contributions Series Number 5B: Contributions of Stratigrphic Palynology (with emphasis on North America): Mesozoic Palynology",,2,5B,1,30,"serial monograph","stated without evidence",,,,,,"2003-07-09 08:42:22","2003-07-09 10:42:22"
"J. Marcot","J. Marcot",,52253,"R. H.",Tedford,"C. R.",Harington,,2003,"An Arctic mammal fauna from the Early Pliocene of North America",Nature,,425,6956,388,390,"journal article","stated with evidence",English,10.1038/nature01892,,,,"2014-08-14 21:57:04","2014-08-14 21:57:04"
"J. Alroy","J. Alroy","P. Mannion",3401,"J. G. M.",Thewissen,,,,1990,"Evolution of Paleocene and Eocene Phenacodontidae (Mammalia, Condylarthra)","University of Michigan Papers on Paleontology",,29,,1,107,"serial monograph","stated with evidence",English,,,,,"2001-03-02 15:01:33","2015-01-12 12:50:33"
"B. Tiffney","J. Bean","J. Bean",6558,"B. H.",Tiffney,,,,1994,"Re-Evaluation of the age of the Brandon lignite (Vermont, USA) based on plant megafossils","Review of Palaeobotany and Palynology",,82,,299,315,"journal article","stated without evidence",,,,,,"2002-06-25 12:22:53","2002-06-25 14:22:53"
"B. Tiffney","B. Tiffney","B. Tiffney",6557,"B. H.",Tiffney,,,,1999,"Early Eocene Vertebrates and Plants from the Fisher/Sullivan site (Nanjemoy Formation) Stafford County, Virginia. Edited by R. E. Weems & JG. J. Grimsley","Virginia Division of Mineral Resources",,152,,139,159,"serial monograph","stated without evidence",,,,,,"2002-06-25 12:10:56","2002-06-27 20:30:06"
"M. Carrano","M. Carrano","M. Carrano",14627,"T. T.",Tokaryk,"H. N.",Bryant,,2004,"The fauna from the Tyrannosaurus rex excavation, Frenchman Formation (Late Maastrichtian), Saskatchewan","Summary of Investigations 2004, Volume 1. Saskatchewan Geological Survey, Saskatchewan Industry   Resources, Miscellaneous Report 2004-4",,1,,1,12,"journal article","stated without evidence",English,,,ETE,,"2005-09-22 20:21:09","2005-10-03 08:57:28"
"J. Alroy","J. Alroy",,31686,C.,Trylich,"L. A.",Bayrock,,1966,"Bison occidentalis Lucas found at Taber, Alberta, Canada","Canadian Journal of Earth Sciences",,3,7,987,995,"journal article","not entered",English,,,,,"2010-01-24 17:12:21","2010-01-24 19:12:21"
"R. Lupia","B. Wilborn","B. Wilborn",8875,"R. H.",Tschudy,,,,1976,"Stratigraphic Distribution of Species of the Megaspore Genus Minerisporites in North America","United States Geological Survey Professional Paper",,743-E,,E1,E11,"serial monograph","stated without evidence",,,,,,"2003-07-29 18:22:36","2003-07-29 20:22:36"
"J. Alroy","J. Alroy","M. Uhen",3476,"M. D.",Uhen,"P. D.",Gingerich,,1995,"Evolution of Coryphodon (Mammalia, Pantodonta) in the late Paleocene and early Eocene of Northwestern Wyoming","Contributions from the Museum of Paleontology, University of Michigan",,29,10,259,289,"journal article","stated with evidence",English,,,,,"2001-03-02 15:01:33","2006-08-29 15:43:44"
"M. Uhen","M. Uhen",,40943,J.,Velez-Juarbe,"N. D.",Pyenson,,2012,"Bohaskia monodontoides, a new monodontid (Cetacea, Odontoceti, Delphinoidea) from the Pliocene of the western North Atlantic Ocean","Journal of Vertebrate Paleontology",,32,2,476,484,"journal article","stated without evidence",English,,,,,"2012-03-29 01:37:21","2012-03-28 09:37:21"
"M. Carrano","M. Carrano",,56212,"C. P.",Vittore,"M. D.",Henderson,,2013,"Brodie abscess involving a tyrannosaur phalanx: imaging and implications","Tyrannosaurid Paleobiology","J. M. Parrish, R. E. Molnar, P. J. Currie, & E. B. Koppelhus",,,222,236,"book chapter","stated without evidence",English,,,,,"2015-08-31 14:09:37","2015-08-31 14:09:37"
"J. Alroy","J. Alroy","J. Alroy",10078,"M. R.",Voorhies,,,,1974,"Fossil pocket mouse burrows in Nebraska","American Midland Naturalist",,91,2,492,498,"journal article","stated without evidence",English,,,,,"2004-03-24 09:09:56","2004-03-24 11:09:56"
"J. Alroy","J. Alroy","J. Alroy",7304,"S. C.",Wallace,J.,Nave,"K. Burdick",2002,"Preliminary report on the recently discovered Gray Fossil Site (Miocene), Washington Co., Tennessee: with comments on observed paleopathologies the advantages of a large sample","Journal of Vertebrate Paleontology",,22,3,117A,,abstract,"stated without evidence",English,,,,,"2002-10-17 20:38:06","2002-10-17 22:38:06"
"J. Alroy","J. Alroy",,18109,"S. C.",Wallace,X.,Wang,,2004,"Two new carnivores from an unusual late Tertiary forest biota in eastern North America",Nature,,431,,556,559,"journal article","stated without evidence",English,,,,,"2006-07-27 22:57:23","2006-07-28 00:57:23"
"J. Alroy","J. Alroy","P. Wagner",3547,"A. H.",Walton,,,,1993,"Pauromys and other small Sciuravidae (Mammalia: Rodentia) from the middle Eocene of Texas","Journal of Vertebrate Paleontology",,13,2,243,261,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:33","2015-11-18 13:02:24"
"J. Alroy","J. Alroy",,3548,"A. H.",Walton,,,,1993,,"Journal of Vertebrate Paleontology",,13,2,,,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:33","2001-03-02 17:01:33"
"C. Jaramillo","C. Pimiento",,52582,"D. J.",Ward,"C. G.",Bonavia,,2001,"Additions to, and review of, the Miocene shark and ray fauna of Malta","The Central Mediterranean Naturalist",,3,3,131,146,"journal article","stated without evidence",English,,,,,"2014-09-04 21:00:46","2014-09-04 21:00:46"
"J. Alroy","J. Alroy",,38266,"M. R.",Waters,"T. W.","Stafford, Jr.","H. G. McDonald, C. Gustafson, M. Rasmussen, E. Cappellini, J. V. Olsen, D. Szklarczyk, L. J. Jensen, M. T. P. Gilbert, E. Willerslev",2011,"Pre-Clovis mastodon hunting 13,800 years ago at the Manis Site, Washington",Science,,334,,351,353,"journal article","none discussed",English,,,,,"2011-10-21 16:30:21","2011-10-21 00:30:21"
